tweet_asli,tweet_after_prepros,sentiment
 tidak ada kesalahan untuk tim sekelas indonesia. yang ada hanyalah ekspektasi kita sebagai sebuah bangsa yang terlalu berlebihan. timnas sekelas jepang you know lah. salah satu bangsa yg sempurna di dunia. catat n pelajari,salah tim kelas indonesia ekspektasi bangsa timnas kelas jepang you know salah bangsa sempurna dunia catat an ajar,Negatif
fokus sama pertandingan timnas indonesia bukan malah fokus ke freyana #timnasindonesia #freyajkt48 #jkt48 https://t.co/s83fjchwug,fokus tanding timnas indonesia fokus freyana,Positif
  timnas ampas rakyatnya cuma jadi teroris sama pencuri pasir di indo malaydesh malaydesh,timnas ampas rakyat teroris curi pasir indonesia malaydesh malaydesh,Negatif
harapan bangkit timnas indonesia usai kalah dari jepang 0-4 https://t.co/dlesywmzur #timnasindonesiabangkit #indonesiavsjapan #harapantimnas,harap bangkit timnas indonesia kalah jepang 04,Negatif
 dikira pake modal teriak timnas sudah jadi jago setara peserta world cup.. memang supporter dodol ..,pakai modal teriak timnas jago tara serta world cup supporter bodoh,Positif
eliano reijnders egy mv dan sananta dicoret dari dsp timnas indonesia erick thohir buka suara https://t.co/ej8wo8ai6p #timnasday #timnasindonesia #elianoreijnders #erickthohir #shintaeyong,eliano reijnders egy mv sananta coret dsp timnas indonesia erick thohir buka suara,Netral
  lihat aja setiap dia bahas pemain asia lalu sebelum dia merambah bahas sepakbola lokal dia sering banget ngolok ngolok timnas yang jelas banget pas timnas belanda diejek sama pundit2 di jebret dia gak terima balik ngatain timnas indonesia. intinya ini org lbih bangga ama blda,lihat bahas main asia rambah bahas sepakbola lokal banget ngolok ngolok timnas banget pas timnas belanda ejek pundit2 jebret terima katai timnas indonesia inti orang bangga blda,Positif
  kalo pengganti sty lebih bobrok kira2 yang salah siapa mas? jepang bisa sampe kyk sekarang butuh berpuluh puluh tahun fans timnas lagi naturalisasi eropa grade b udh langsung minta masuk ke pildun,ganti sty bobrok salah mas jepang kayak butuh puluh puluh fan timnas naturalisasi eropa grade b langsung masuk pildun,Negatif
 eh kocak lu jangan ngomong rank hanyalah angka lo umpamain aja deh mau sebagus apapun persija kalo disuruh lawan emyu yg lagi bapuk juga tetep kalah. ini bukan masalah rank ataupun motivasi ruang ganti. ini masalah chemistry timnas sekarang tuh pemainnya masih baruâ²,eh kocak omong rank angka umpamain deh bagus apa persija suruh lawan emyu bapuk kalah rank motivasi ruang ganti chemistry timnas tuh main,Negatif
mantan pemain timnas kok begini si bambang,mantan main timnas sih bambang,Negatif
 tau gini mending rakitiä‡ gak usah pensi bjer. kasihan modriä‡ gak ada tandem setara kesannya overcarry bngt sejak rakitiä‡ pensi dari timnas,rakit pensi bjer kasihan modri tandem tara kesan overcarry banget rakit pensi timnas,Positif
   susah bang kasih taunya kita bilang miskin taktik udh pasti dibilang antek bung handuk lah haters timnas lah padahal no hate ke sty tp ya nyatanya emg secara taktikal sty emg gaada kreativitasnya sama sekali,susah abang kasih tau bilang miskin taktik bilang antek handuk haters timnas no hate sty iya taktikal sty kreativitas,Negatif
 sempet2nya et ambil foto kek gini bikin proyek instant timnas ini tapi pembinaan internal jangka panjang ga keliatan digenjot proyek instant klo sukses bisa bantu et buat naikin popularitas et n gerombolan punya target lebih jauh secara dia gagal dilirik jadi cawapres kmaren,sempet2nya et ambil foto kayak bikin proyek instant timnas bina internal jangka genjot proyek instant sukses bantu et naikin popularitas et an gerombol target gagal lirik cawapres kemarin,Negatif
    sty cocoknya melatih di piala aff (walaupun paling banter hanya sampai final) dan timnas muda.,sty cocok latih piala aff banter final timnas muda,Negatif
 betul ditambah lagi timnas indonesia baru mulai dibangun.. sudah saatnya mendukung diwaktu kalah maupun menang karena ini pondasi kita menuju timnas yang kuat tidak ada timnas kuat tanpa adanya pengalaman,tambah timnas indonesia bangun dukung waktu kalah menang pondasi timnas kuat timnas kuat alam,Positif
 keren banget timnas tapi sayang semalem kalah,keren banget timnas sayang semalem kalah,Netral
 trgntung pemain dr mana nilainya klo diambil sisi positif mreka bkal betterlah di next match. klopun kalah lg brrti emg hrs ada yg dibenahin dr struktural proyek timnas bukan dr pemainnya.,trgntung main nilai ambil sisi positif betterlah match klopun kalah dibenahin struktural proyek timnas main,Netral
 nathan struick marselino hubner rehat dulu. coba kasih yg lain kesempatan menit bermain. timnas juga butuh penyegaran dan sistem kompetisi. jangan yg masuk dari sub dia2 aja,nathan struick marselino hubner rehat coba kasih sempat menit main timnas butuh segar sistem kompetisi masuk sub dia2,Negatif
 harus ttp semangat yaa buat timnas,semangat iya timnas,Netral
   jadi gini kakek tua asbun penyepong sty kalau pelatih cerdas gak ada urusan dengan bongkar pasang sty sudah dituruti kemauannya untuk pemain diaspora lalu apa? lihat pelatih timnas spanyol cuma butuh waktu kurlep 2 tahun langsung juara euro. please stop nyepong,kakek tua bunyi penyepong sty latih cerdas urus bongkar pasang sty turut mau main diaspora lihat latih timnas spanyol butuh kurlep 2 langsung juara euro please stop nyepong,Negatif
 kalah menang tetap kita bela timnas negara kita sendiri..,kalah menang bela timnas negara,Negatif
 emang suka heran sma orng indo suka gak realistis lihat keadaan dan prbandingan jepan dan kita. trlalu msng ekspektasi setinggi sutet tpi lupa merka msih prcaya santet. ini jepang brooohhh yg mampu ngalahin german dan spanyol. kmu ngarep apa?? gak ada yg salah sama timnas!!!,suka heran orang indonesia suka realistis lihat prbandingan jepan msng ekspektasi sutet lupa prcaya santet jepang brooohhh kalah german spanyol harap salah timnas,Negatif
   masa lalu tetaplah masa lalu. terimakasih udah ngukir sejarah buat timnas tapi sekarang mending ancang ancang keluar aja.,tetap terimakasih ngukir sejarah timnas ancang ancang,Positif
 persebaya sejak dulu sudah dan core timnas. namun sejak naturalisasi era prestasi instan adalah koentji,baya core timnas naturalisasi era prestasi instan koentji,Negatif
bertebarannya hashtag #styout itu bkn krn kekecewaan atas kekalahan semalam dgn jepang yg mana sdh sewajarnya timnas kalah. hal yg mjd kekecewaan adalah keputusan impulsif sty saat timnas melawan china dgn memasukkan starting yg salah.,tebar hashtag kecewa kalah malam jepang wajar timnas kalah mjd kecewa putus impulsif sty timnas lawan china masuk starting salah,Negatif
 gw sih tetep trust to pak  ...masalah sty still ato out...nderek wae... loe kebayang gak sih timnas sekarang ini tanpa beliau...?,sih trust sty outnderek wae bayang sih timnas beliau,Positif
 melihat komposisi pemain sekarang expektasi jadi terlalu tinggi kalah dari jepang itu wajar tapi nggak sebanyak ini skor nya . jadi keliatan sama aja kayak timnas lokal semua berasa percuma naturalisasi grade a kalau kalah nya segini banyak . tapi masih ada harapan .,komposisi main expektasi kalah jepang wajar skor iya kayak timnas lokal asa naturalisasi grade a kalah iya gin harap,Negatif
    liga argentina mau lo bandingin sama timnas argentina? konteksnya kan gaada timnasnya bagus kalo liganya jelek. ligaa argentina jelas jelek kalo dibanding timnasnya. jadi gue gak setuju gaada yg ngebela liga indo juga.,liga argentina banding timnas argentina konteks timnasnya bagus liga jelek ligaa argentina jelek banding timnasnya tuju bela liga indonesia,Negatif
 padahal di grup neraka ini ada jepang arab australia bahrain yg secara peringkat fifa dan langganan round 3 lebih layak ngisi slot peringkat 1 2 3 dan 4 ketimbang timnas yg baru2 sangat baru berkembang ini tp ya gtulah negara ini terlalu gila bola sampe akhirnya gila beneran,grup neraka jepang arab australia bahrain peringkat fifa langgan round 3 layak isi slot peringkat 1 2 3 4 ketimbang timnas baru kembang iya gtulah negara gila bola gila benar,Netral
   klubnya beli pemain baru yg lebi jago ibarat sandy waals di timnas yg posisinya diganti kevin diks,klub beli main lebi jago sandy waals timnas posisi ganti kevin diks,Positif
bangga liat permainan timnas semlm tetap semangat ya timnas kalian bisa!!!!ðÿ‡®ðÿ‡© https://t.co/jpt0uvetga,bangga lihat main timnas semlm semangat iya timnas,Positif
 tolong kepada fans timnas yang terhormat untuk menurunkan ekspetasi apapun ke timnas. dukung aja tanpa harus caci maki atau nyerang lawan apalagi pemain timnas sendiri,tolong fan timnas hormat turun ekspetasi apa timnas dukung caci maki serang lawan main timnas,Negatif
ten hag cocok sih ngelatih timnas,ten hag cocok sih ngelatih timnas,Netral
lrt gw kalo masih ngikutin timnas era u-16 kocak bgt not on my 2025 bingo list zico (anak timnas) ama bonek misscom crumbs,lrt ikut timnas era u16 kocak banget not on my 2025 bingo list zico anak timnas bocah nekat misscom crumbs,Negatif
 semoga bisa si soalnya alasan dia ngundurin diri di persija karna jauh dari kluarga sementara klo timnas kayanya lebih gampang pulang pergi dibanding klub yg jadwalnya padet,moga sih alas ngundurin persija keluarga timnas kayak gampang pulang pergi banding klub jadwal padat,Netral
 sty semalem jadiin diks starter dibanding sandy walsh aja udh terlihat jelas dia miskin taktik dan bukan pelatih yg mengandalkan proses diks bisa masuk babak ke2 untuk mengamati dulu dan mainkan sandy walsh yg jelas2 udah tau cara gaya main timnas #styout,sty semalem jadi diks starter banding sandy walsh miskin taktik latih andal proses diks masuk babak ke2 amat main sandy walsh jelas gaya main timnas,Negatif
ketua umum (ketum) pssi erick thohir () bertanggung jawab dan meminta maaf atas kekalahan timnas indonesia dari jepang dalam kualifikasi piala dunia 2026 zona asia ronde 3 jumat (15/11/2024). skuad garuda harus rela diberondong empat gol tanpa balas pada laga https://t.co/5ks99zosrl,ketua tum pssi erick thohir tanggung maaf kalah timnas indonesia jepang kualifikasi piala dunia 2026 zona asia ronde 3 jumat 15112024 skuad garuda rela berondong gol balas laga,Positif
 klo mau ganti pelatih ...skrg saatnya pak(stlh tgl 19) lumayan ada jeda 3 bulan sblm fmd selanjutnya klo bisa gaet meneer belanda pak...biar sesuai sama materi pemain timnas yg ada skrg yg ddominasi keturunan belanda jg,ganti latih pakstlh tanggal 19 lumayan jeda 3 fmd gaet meneer belanda pakbiar sesuai materi main timnas ddominasi turun belanda,Netral
 saya tidak benci sty. tapi kalo disuruh milih siapa yg harus out dari timnas antara pelatih atau ketum. saya secara sadar dan lantang akan pilih pelatih yang out,benci sty suruh pilih out timnas latih tum sadar lantang pilih latih out,Negatif
 iya huhu setidaknya timnas udah berusaha,iya huhu timnas usaha,Netral
 jujur nanya materi pemain kan udh sebagus ini kenapa masih gabisa main kaya yaa lets say klub papan bawah belanda. minimum. maaf tp gw nntn almere city (klub haye) buildup dan segi permainan dari main 1 2 smpe tempo permainan yg tinggi knp timnas gabisa? pemain kan oke,jujur materi main bagus main kayak iya lets sayang klub papan belanda minimum maaf tonton almere city klub haye buildup segi main main 1 2 tempo main timnas main oke,Negatif
  kalo di klub bola sih gk bisa evaluasi lama2 gk works antara ganti pelatih atau ganti pemain. kalo timnas gk ngerti dah,klub bola sih evaluasi lama works ganti latih ganti main timnas erti,Negatif
 iya kita disini dukung kamu terus timnas indonesia semangat terus,iya dukung timnas indonesia semangat,Positif
 iya jepang bisa jd skrg itu bukan langsung instan mereka jg butuh proses panjang. syukurâ² kalahnya timnas skrg lawan irak jepang australia sm argentina. bukan sm malaysia vietnam kamboja dkk,iya jepang langsung instan butuh proses syukur kalah timnas lawan irak jepang australia argentina malaysia vietnam kamboja kawan,Positif
    harusnya bisa kalo pemainnya cuma jadi ba klub dan gapernah masuk dsp wkwkw kalo timnas isinya begituan semua gw jamin gabakal pernah masuk round 3 lagi dahh mentalitas apaan gitu di pelihara,main ba klub masuk dsp wkwkw timnas isi begitu jamin masuk round 3 deh mentalitas pelihara,Negatif
 gimana nonton timnas seru gk,tonton timnas seru,Negatif
 lah emang ia ekspektasi kita ketinggian. lu kira negara kita pernah main di round 3 ? lu kira peringkat timnas kita salah satu yg tertinggi gitu di grup yg sekarang? kalo lawan kita malaysia laos kamboja sama times baru ekspektasi tinggi.,ekspektasi tinggi negara main round 3 peringkat timnas salah tinggi grup lawan malaysia laos kamboja times ekspektasi,Negatif
kegagalan ragnar oratmangoen memanfaatkan peluang 1 vs 1 di laga lawan jepang ðÿ‡¯ðÿ‡µ mendapat sorotan dari pelatih timnas indonesia shin tae-yong. pelatih asal korea selatan ðÿ‡°ðÿ‡· ini pun akan melakukan evaluasi jelang laga lawan arab saudi ðÿ‡¸ðÿ‡¦ selasa (19/11) pekan depan. https://t.co/y4a32i5eam,gagal ragnar oratmangoen manfaat peluang 1 vs 1 laga lawan jepang sorot latih timnas indonesia shin taeyong latih korea selatan evaluasi jelang laga lawan arab saudi selasa 1911 pekan,Positif
jadi pendukung timnas jangan fomo. apa indonesia pernah sejauh ini di fase ketiga kualifikasi?. perbaiki perspektifmu hargai prosesnya. kontestasi bukan cuma hari ini saja.,dukung timnas fomo indonesia fase tiga kualifikasi baik perspektif harga proses kontestasi,Positif
 yang penting timnas udh berusaha hasilnya mengecewakan atau ngga kita juga pasti tetap dukung timnas,timnas usaha hasil kecewa dukung timnas,Positif
 dr kata proyek bisa dilihat timnas dan sepakbola indo itu berbeda lol,proyek timnas sepakbola indonesia beda tertawa,Netral
   hah? setau ku pieter dulu belum pernah match resmi deh sama timnas,hah tau ku pieter match resmi deh timnas,Netral
timnas indonesia adalah negara dengan ranking terendah di grup c. tapi kita bisa melepas hingga 8 shots ke gawang jepang lebih tinggi dari australia (1) bahrain (3) dan juga china (1) digabung. finishing memang problem. sementara indonesia jg kebobolan paling sedikit lawan,timnas indonesia negara ranking rendah grup sih lepas 8 shots gawang jepang australia 1 bahrain 3 china 1 gabung finishing indonesia bobol lawan,Negatif
pov: timnas indonesia waktu masih dalam pendudukan jepang,pov timnas indonesia duduk jepang,Netral
pelatih jepang dikagetkan dengan permainan timnas indonesia https://t.co/2wntmnvxpz,latih jepang kaget main timnas indonesia,Netral
 coba yakob atau yance tarik ganti eliano kalo emang belum baik gw liat permainan timnas juga ga begitu baikk selain jay sama verdonk. ngapa bilang eliano belom baik?? gini deh kalo emang ga cocok kenapa di naturalisasi sama di panggil kasian orang dateng jauh,coba yakob yance tarik ganti eliano lihat main timnas jay verdonk ngapa bilang eliano deh cocok naturalisasi panggil kasihan orang,Positif
  seenggaknya ini bisa jadi momen buat liga lokal benahi diri momen ini jadi wujud klo timnas bisa maju,enggak momen liga lokal benah momen wujud timnas maju,Positif
